title,description,rating,positive_ratio,user_reviews,price_final,tags,title-1,Indie,Singleplayer,Action,Adventure,Casual,2D,Simulation,Strategy,Atmospheric,RPG,Puzzle,Story Rich,Multiplayer,3D,Pixel Graphics,Exploration,Colorful,Cute,First-Person,Early Access,Fantasy,Funny,Free to Play,Horror,Anime,Arcade,Shooter,Retro,Female Protagonist,Family Friendly
Abyss Odyssey,From indie Chilean developer ACE Team comes a new side-scrolling action adventure game featuring a complex fighting engine in procedurally generated levels that destines its three warriors to battle a different abyss each time! Choose your hero and also learn to possess your enemies in the abyss…,Mixed,67,1218,14.99,"['Action', 'Action Roguelike', 'Roguevania', 'Platformer', 'Indie', 'Adventure', 'Side Scroller', 'Co-op', 'Female Protagonist', 'Roguelike', '2D', 'Metroidvania', ""Beat 'em up"", 'Local Co-Op', 'Fighting', 'Hack and Slash', 'Fantasy', 'RPG', 'Roguelite', 'Singleplayer']",1007,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Neighbours from Hell Compilation,INTRODUCING THE GAME OF NEIGHBOURHOOD NASTINESS AND COMMUNITY COMMOTION! Living next door to you is a real Neighbour From Hell and it's now time to have your revenge! This compilation includes the original Neighbours From Hell and it's sequel Neighbours from Hell 2: On Vacation.,Overwhelmingly Positive,97,1892,0,"['Comedy', 'Casual', 'Classic', 'Funny', 'Point & Click', 'Puzzle', 'Adventure', 'Singleplayer', 'Stealth', 'Strategy', 'Nostalgia', 'Old School', 'Atmospheric', 'Great Soundtrack', 'Arcade', '2D', 'Psychological Horror']",21956,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Edge Of Eternity,"Wage epic turn-based battles as you follow Daryon and Selene on their quest to find a cure to the all-consuming Corrosion in this grand tale of hope and sacrifice, created by a small team of passionate JRPG lovers.",Mostly Positive,76,2807,29.99,"['JRPG', 'RPG', 'Exploration', 'Turn-Based', 'Third Person', 'Story Rich', 'Anime', 'Fantasy', 'Lore-Rich', 'Narration', 'Singleplayer', 'Emotional', 'Turn-Based Combat', 'Open World', 'Soundtrack', 'Adventure', 'Strategy', 'Combat', 'Turn-Based Strategy', 'Great Soundtrack']",10414,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Heavy Bullets,"Heavy Bullets is a randomized FPS dungeon crawler where players make their way through a colorful maze, while protecting themselves from aggressive creatures and malfunctioning security devices. The goal lies at the end of the 8th level, where they must reset the security mainframe to restore order and reap the rewards.",Very Positive,82,1143,9.99,"['Indie', 'Action', 'Action Roguelike', 'FPS', 'Roguelike', 'Shooter', 'Roguelite', 'Singleplayer', 'First-Person', 'Difficult', 'Retro', 'Dungeon Crawler', 'Perma Death', 'Horror', 'Psychedelic', 'Colorful', 'Procedural Generation', 'Adventure', 'Bullet Hell']",14832,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0
Warhammer 40000: Armageddon,"In this hex-based, turn-based strategy game, players will lead the Imperial forces of the Armageddon Steel Legion and Space Marines from a variety of Chapters against the Ork invasion through over 30 scenarios, on the hostile terrain of the planet and its gigantic Hive Cities.",Very Positive,80,767,39.99,"['Strategy', 'Warhammer 40K', 'Turn-Based Tactics', 'Games Workshop', 'Tactical', 'Turn-Based', 'Hex Grid', 'Singleplayer', 'Turn-Based Strategy', 'Multiplayer', 'War', 'Aliens', 'Wargame', 'Sci-fi', 'Replay Value', 'Strategy RPG', 'RTS']",37010,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pajama Sam 4: Life Is Rough When You Lose Your Stuff!,"Pajama Sam sets off on a series of adventures in search of his lost comic book, looking for lost socks in Agitator Lake, rounding up dust bunnies at the Dust Bunny Corral, exploring the Spilled Soda Swamp and much more.",Mixed,42,102,6.99,"['Adventure', 'Casual', 'Point & Click', 'Family Friendly']",23638,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Strife: Veteran Edition,"Hailed as the original FPS-RPG game that spawned countless imitators, Strife: Veteran Edition is a love letter to the classic from 1996.",Very Positive,92,368,9.99,"['RPG', 'Action', 'FPS', 'Classic', 'Retro', ""1990's"", 'Sci-fi', 'Shooter', 'First-Person', 'Singleplayer', 'Multiplayer', 'Action RPG', 'Old School', 'Immersive Sim', 'Open World']",30872,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
POSTAL Redux,POSTAL Redux is a high definition remake of the classic dark and surreal twin-stick isometric shooter. Take control of The Postal Dude as he fights to survive in a world gone mad with violence.,Very Positive,92,3311,8.99,"['Online Co-Op', 'Multiplayer', 'Singleplayer', 'Co-op Campaign', 'Gore', 'Violent', 'Co-op', 'Top-Down', 'Fast-Paced', 'Pixel Graphics', 'Horror', 'Dark Humor', 'Psychological Horror', 'Dark Comedy', 'Top-Down Shooter', 'Isometric', 'Surreal', 'Action', 'Twin Stick Shooter', 'Shooter']",23529,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Sakura Dungeon,"You are Yomi, an ancient fox spirit. Your dungeon has been stolen from you while you have been sealed away in a deep sleep. Capture monster girls, collect loot, explore the dungeon's depths and reclaim what is yours in this first-person RPG dungeon crawler.",Very Positive,92,1316,19.99,"['Nudity', 'Sexual Content', 'Mature', 'Anime', 'RPG', 'Dungeon Crawler', 'Female Protagonist', 'Visual Novel', 'Adventure', 'JRPG', 'Singleplayer', 'Hentai', 'Cute', 'Indie', 'Turn-Based', 'Dating Sim', 'Memes', 'Story Rich', 'NSFW', 'Casual']",27909,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
Super Flippin' Phones,"In Super Flippin' Phones, you flip phones out of people's hands to warn them about an impending disaster. Unfortunately, no one in the mall is listening to you because they're too busy with their phones. While slapping away phones you evade cops, save humanity and unlock new officers, floors and outfits!",Positive,92,14,2.99,"['Action', 'Indie', 'Casual', 'Pixel Graphics', 'Funny', 'Platformer', 'Fast-Paced']",31152,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Star Realms,"Star Realms is a hugely popular space combat deckbuilding game. Download and play today (note: full version is required to play online) to find out why Star Realms is the winner of SXSW 2014 Board Game of the Year, 7 Golden Geek Awards from BoardGameGeek, and 2 Dice Tower awards!",Very Positive,86,1678,0,"['Deckbuilding', 'Strategy', 'Card Battler', 'Card Game', 'Board Game', 'Sci-fi', 'Turn-Based Strategy', 'Combat', 'Space', 'Action', 'Tactical', 'Building', 'Touch-Friendly', 'Free to Play', 'Trading Card Game', 'Asynchronous Multiplayer', 'Multiplayer', 'Turn-Based', 'Singleplayer', 'Indie']",30404,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
True Fear: Forsaken Souls Part 1,"True Fear: Forsaken Souls takes the best of the psychological thriller, blending in fun and intuitive gameplay mechanics. Episode 1, the first in a trilogy, will long be remembered.",Very Positive,92,665,2.24,"['Adventure', 'Hidden Object', 'Horror', 'Psychological Horror', 'Story Rich', 'Casual', 'Point & Click', 'Atmospheric', 'Female Protagonist', 'Mystery', 'Singleplayer', 'First-Person', 'Detective', 'Indie', 'Puzzle', 'Exploration', '2D', 'Minimalist', 'Survival Horror', 'Dark']",35385,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Ne no Kami: The Two Princess Knights of Kyoto,"“Len, you are going to abandon this town... and die—today” Since her reunion with Shinonome, Len's life is thrust into an all new “reality,” and the curtain which hid the “truth” of this new world is been lifted.",Very Positive,88,142,9.99,"['Adventure', 'Casual', 'Visual Novel', 'Sexual Content', 'LGBTQ+', 'Nudity', 'Female Protagonist', 'Anime', 'Fantasy', 'Story Rich', 'Cute', 'Episodic', 'Romance', 'Swordplay', 'Crowdfunded']",21895,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Railway Empire,"In Railway Empire, you will create an elaborate and wide-ranging rail network, purchase over 40 different trains modelled in extraordinary detail, and buy or build railway stations, maintenance buildings, factories and tourist attractions to keep your travel network ahead of the competition.",Very Positive,82,6382,29.99,"['Strategy', 'Simulation', 'Management', 'Trains', 'Economy', 'Building', 'Historical', 'Trading', 'America', 'Singleplayer', 'Real-Time', 'Western', 'Sandbox', 'Transportation', 'City Builder', 'Family Friendly', 'Replay Value', 'Crafting', 'Resource Management', 'Exploration']",25934,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holy Potatoes! We’re in Space?!,"Holy Potatoes! We’re in Space?! is a whacky space exploration game where you manage your very own spaceship, craft hundreds of weapons, and explore the vastness of a veggie-filled universe.",Mostly Positive,70,410,9.99,"['Adventure', 'Indie', 'Simulation', 'Turn-Based Combat', 'Space', 'Strategy', 'Sci-fi', 'Cute', 'Singleplayer', 'Great Soundtrack', 'Story Rich', '2D', 'Survival', 'Replay Value', 'Atmospheric', 'RPG', 'Exploration', 'Funny', 'Management', 'Female Protagonist']",15409,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Vindictive Drive,"Vindictive Drive is an Action/Stealth game about Arris Fern's cold blooded revenge against her father, the president of the most powerful nation, for the assassination of her mother. Consumed by hatred, Arris will use the most cruel methods at her disposal to achieve her goal.",Positive,81,16,0.59,"['Action', 'Indie', 'Violent', 'RPGMaker', 'Cyberpunk', 'Anime']",36535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Party Tycoon,"Manage your dream nightclub in Party Hard Tycoon, a business simulation game where you're tasked with throwing the most profitable party ever. It takes place in the same universe as tinyBuild's 2015 hit Party Hard.",Mixed,51,227,4.99,"['Simulation', 'Strategy', 'Indie', 'Early Access', 'Management', 'Pixel Graphics', 'Great Soundtrack', 'Singleplayer']",23853,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Toadled,A seemingly normal afternoon turns into an apocalyptic day when one tiny toad gains the ability to grow more and more with each thing he eats...,Very Positive,83,248,3.99,"['Action', 'Indie', 'Casual', 'Clicker', 'Cute', 'Singleplayer', 'Great Soundtrack', 'Memes']",34704,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gnomes Garden 3: The thief of castles,Gnomes Garden 3 — a new chapter in this exciting fantasy/strategy game. Head off into unknown lands and defeat the warlock!,Very Positive,90,98,4.99,"['Casual', 'Strategy', 'Time Management']",13632,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slash It,"Slash It is a 2D colorful arcade game. The goal is to match shapes, press letters and numbers in the right time and direction.",Very Positive,90,721,10.99,"['Casual', 'Indie', 'Action', 'Typing', 'Great Soundtrack', 'Arcade', 'Puzzle']",29248,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Dungeon Warfare 2,Become a dungeon lord to defend your dungeons with the deadliest of traps and insidious contraptions against greedy adventurers and wannabe heroes.,Very Positive,90,860,14.99,"['Strategy', 'Indie', 'Tower Defense', '2D', 'Pixel Graphics']",10041,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emily Wants to Play Too,"No one believed the pizza guy. They kept the dolls. A sandwich delivery guy is on his way to Central Evidence. He is not ready for what he finds. Emily and the dolls are back with new friends, scares and more. Use stealth and strategy to survive their unique games in this survival horror.",Very Positive,84,345,3.99,"['Horror', 'Action', 'Indie', 'Strategy', 'Adventure', 'Survival Horror', 'Simulation', 'Multiplayer', 'First-Person', 'Psychological Horror', 'Singleplayer']",10621,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Stratego - Single Player,Play Jumbo's original classic strategy board game,Very Positive,80,50,6.99,"['Strategy', 'Singleplayer', 'Board Game']",30812,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Starblast,"Fun, fast paced online multiplayer arcade space shooter. Take control of your spaceship, mine asteroids, increase your stats, upgrade to different types of spaceships with improved stats and weapons. Fight against other players and collect their gems.",Very Positive,82,694,9.99,"['Massively Multiplayer', 'Action', 'Indie', 'Space', 'Casual', 'Arcade', ""Shoot 'Em Up"", '2D', 'Shooter', 'Top-Down', 'Difficult']",30460,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Holomento,Holomento is an Indie Permadeath Action-RPG focusing on the dangerous quest of passing through the mysterious Eventide Hollow – and rebuilding it step by step.,Mostly Positive,75,107,19.99,"['Early Access', 'Action Roguelike', 'Third-Person Shooter', 'Indie', 'Action', 'Looter Shooter', 'RPG', 'Third Person', 'Action RPG', '3D', 'Open World', 'Stylized', 'Atmospheric', 'Fantasy', 'Loot', 'Perma Death', 'Singleplayer', 'Controller', 'Adventure', 'Souls-like']",15397,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Sudoku Zenkai,"Sudoku Zenkai is a game for everyone, from beginning to advanced players. It brings a new dimension to sudoku - you can solve puzzles with your friends, wherever they are! You can start a new puzzle with a friend or call one over to help when you get stuck.",Very Positive,88,144,3.99,"['Logic', 'Solitaire', 'Chess', 'Online Co-Op', 'Casual', 'Difficult', 'Relaxing', 'Point & Click', 'Minimalist', 'Tabletop', 'Strategy', '2D', 'Education', 'Text-Based', 'Linear', 'Abstract', 'Stylized', 'Colorful', 'Family Friendly', 'Tactical']",30990,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Tzar: The Burden of the Crown,"Tzar: The Burden of the Crown is an RTS classic by Haemimont Games, originally released in 2000",Very Positive,91,353,4.99,"['Strategy', 'RTS', 'Classic', 'Medieval', 'Fantasy']",35571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sudoku Killer / 杀手数独,"Killer Sudoku (Sumdoku/Mathdoku/Addoku) puzzles include all the rules of regular Sudoku, but add in dashed-line 'cages', which must sum to given values. This great brain exerciser will provide you many hours of new Sudoku experience and be nice addition to your puzzle collection.",Very Positive,90,138,1.99,"['Casual', 'Indie', 'Strategy', 'Puzzle', 'Difficult', 'Minimalist', 'Abstract', 'Stylized', 'Relaxing']",30984,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dot to Dot Puzzles,"Dot To Dot Puzzles is an amusing and relaxing game for young and mature people with an amazing world of complex drawings and diverse themes. Discover what is hidden behind, connecting dots orderly. Once puzzle is solved, pictures can be customized, changing lines colors.",Very Positive,81,160,0,"['Free to Play', 'Indie', 'Casual', 'Puzzle']",9458,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Heave Ho,Heave Ho tasks up to four players with a simple goal – don’t fall to your death! Players will use their own two hands and the outstretched grip of their friends to grapple across each level on their way to victory.,Very Positive,92,1540,3.99,"['Indie', 'Adventure', 'Multiplayer', 'Co-op', 'Local Multiplayer', 'Funny', 'Local Co-Op', '4 Player Local', 'Platformer', '2D', 'Physics', 'Party Game', 'Party']",14813,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hop Step Sing! Nozokanaide Naked Heart (HQ Edition),"Enjoy the song and performance in this VR music video set in a virtual world. This time, your destination is a magic factory where the wounded hearts of the world go to be healed. As the girls' leader, it's your job to bring a smile back to the world!",Very Positive,89,57,6.99,"['Casual', 'VR', 'Anime']",15475,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Apsulov: End of Gods,"In this future viking horror you awake in a sanctuary of steel and concrete, built to research and exploit the worlds of Yggdrasil, and to house an artifact, buried in the earth aeons ago.First person with a futuristic Norse mythology story. Horror adventure in the realms of Yggdrasil.",Very Positive,87,1119,19.99,"['Adventure', 'Horror', 'Action', 'Indie', 'Female Protagonist', 'Gore', 'Mythology', 'Violent', 'First-Person', 'Atmospheric', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Walking Simulator', 'Vikings', 'Psychological Horror', 'Dark', 'Survival Horror', 'Cyberpunk']",2170,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
Sam & Dan: Floaty Flatmates,"Oh nooo, the world is flooded! Oh no, there is also a really big shark! You are a survivor of the apocalypse, stuck in your apartment, all by yourself, so sad... Across the street there is another survivor. Let's wave to each other, work together and both reach the boat to get to safety!",Very Positive,92,624,0,"['VR', 'Multiplayer', 'Free to Play', 'Co-op', 'Adventure', 'Strategy', 'Indie', 'Action', 'Comedy']",27968,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
War Mongrels,"War Mongrels is an isometric real-time tactics game that takes place on the eastern front of World War II. Dynamic and tactical gameplay with stealth elements, tightly packed into a dark, fascinating story! Play on your own or in online co-op.",Mixed,67,928,44.99,"['Real Time Tactics', 'Stealth', 'Strategy', 'Co-op Campaign', 'Action', 'Atmospheric', 'Isometric', 'World War II', 'Tactical', 'Story Rich', 'Co-op', 'Online Co-Op', 'Historical', 'Realistic', 'Singleplayer', 'Dark', 'Top-Down', 'Twin Stick Shooter', 'Action RTS', 'Action-Adventure']",36939,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BEARS VODKA BALALAIKA! 🐻,The year is 1941. You play as russian soldier in times of nazis occupation.,Very Positive,90,1608,1.99,"['Violent', 'Action', 'Indie', 'Memes', 'Simulation', 'Adventure', 'RPG', 'Psychological Horror', 'Third-Person Shooter', 'Funny', 'World War II', 'Military', 'Realistic', 'Alternate History', 'Arena Shooter', 'Great Soundtrack', 'Survival', 'Singleplayer', 'Colorful', 'Historical']",2982,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ANNIE:Last Hope,“ANNIE:Last Hope” is a HD Voxel top-down shooting game. The story began in 1990s. There was an outbreak of an unknown creature invasion and a couple got separated when escaping. Annie went on her difficult journey in search of her fiance.,Very Positive,92,544,9.99,"['Action', 'Indie', 'Adventure', 'RPG', 'Twin Stick Shooter', 'Zombies', 'Voxel', 'Great Soundtrack', 'Top-Down Shooter']",827,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
港詭實錄ParanormalHK,"Paranormal HK is a first person horror game about Urban legends of Hong Kong, China. The story is about a crew of online supernatural channel“Beyond the Invisible” went to Kowloon Walled City to film a short movie for their latest episode and encountered something out of their expectations.",Very Positive,90,12194,12.99,"['Horror', 'Adventure', 'Psychological Horror', 'Sexual Content', 'Indie', 'Thriller', 'Multiplayer', 'Puzzle', 'First-Person', 'Dating Sim', 'Singleplayer', 'Drama', 'Funny', 'Atmospheric', 'Dark', 'Nudity', 'Action', 'Walking Simulator', 'FPS', 'Co-op']",39406,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
Space Station Tycoon,"Create a thriving space station empire across the galaxy. Face thrilling challenges head-on, from pirate raids to asteroid impacts, as you lead your company to new heights. Rise above the competition and claim your place among the stars as the ultimate space station tycoon!",Mostly Positive,72,111,19.99,"['Early Access', 'Management', 'Space', 'Tower Defense', 'City Builder', 'Colony Sim', 'Building', 'Crafting', 'Economy', 'Base Building', 'Space Sim', 'Strategy', '3D', 'Cyberpunk', 'Procedural Generation', 'Choices Matter', 'Simulation', 'Colorful', 'Realistic', 'Fantasy']",29944,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
放置勇者：远征/Idle Heroes:Odyssey,"As a hero leader, you need to recruit your hero, collect treasures and equipment, and run towns to upgrade the combat team.Facing powerful monsters on the expedition, you also need strategies to match heroes, skills and treasures, finally save the world again.",Mixed,51,493,2.99,"['Adventure', 'RPG', 'Casual', 'Idler', 'Clicker', 'Pixel Graphics', 'Simulation', 'Strategy', 'Indie', 'Early Access', 'Singleplayer', 'RPGMaker']",39301,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IMMORTALITY,"Marissa Marcel was a film star. She made three movies. But none of the movies were ever released. And Marissa Marcel disappeared. An interactive trilogy from Sam Barlow, creator of Her Story.",Very Positive,84,847,19.99,"['Hidden Object', 'Choose Your Own Adventure', 'Realistic', 'Story Rich', 'Noir', 'Horror', 'Adventure', 'Puzzle', 'Interactive Fiction', 'Drama', 'Point & Click', 'Visual Novel', 'LGBTQ+', 'Exploration', 'FMV', 'Immersive Sim', 'Detective', 'Emotional', 'Open World', 'Dark']",15972,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Power & Revolution 2020 Edition,"The new version of Geopolitical Simulator 4, the ultrarealistic simulator of today's world where you play as the head of state or as the opposition! Stop the spread of the Covid-19 pandemic and restart the economy, participate in the US elections or engage in lightning wars with new 2020 scenarios.",Mixed,65,729,49.99,"['Simulation', 'Strategy', 'Diplomacy', 'Grand Strategy', 'Management', 'Political Sim', 'Wargame', 'Economy', 'Top-Down', 'Military', 'Modern', 'War', 'Building', 'Character Customization', 'Tutorial', 'Singleplayer', 'Artificial Intelligence', '3D', '2D', 'Political']",24766,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mess Adventures,"An abnormal adventure game in nonsensical style. It contains a variety of game elements (even fighting battles, tank battles, puzzles,sokobans, flying shooting, etc.). It is very suitable to recommend it to friends who you want to prank them, live broadcast, or entertain yourself.",Very Positive,80,410,2.99,"['Adventure', 'Funny', 'Puzzle', 'Comedy', 'Parody', 'Memes', 'Dark Humor', 'Sokoban', 'Shooter', 'Puzzle Platformer', 'Action-Adventure', 'Side Scroller', 'Cartoon', 'Noir', 'Action', 'Character Action Game', 'Abstract', 'Combat', '2D', 'Casual']",20291,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
LUNA,"Play as a little girl named 'Luna', and survive from the dark being while discovering the secrets behind her. The more you traverse on her memory, the more you will discover dark truths that lie deep inside.",Very Positive,85,217,0.79,"['Horror', 'Casual', 'Survival Horror', 'Survival', 'Female Protagonist', '2D', 'Top-Down', 'Psychological Horror', 'Linear', 'Anime', 'Pixel Graphics', 'Thriller', 'Adventure', 'Mystery', 'Dark', 'RPGMaker', 'Indie', 'Singleplayer', 'RPG']",17983,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
Putin kills: Christmas,Ho! Ho! Ho! Merry Christmas and Happy New Year!,Positive,90,21,0.28,"['Action', 'Shooter', 'First-Person', 'Hero Shooter', 'Stylized', '1980s', 'Survival', 'Story Rich', 'Dark Comedy', 'Dark Humor', 'Indie', 'Casual', 'Comedy', 'Singleplayer', 'Memes']",25324,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Chaos Galaxy 2,"A turn-based Galaxy totalwar game. Choose one of 12 factions, direct dozens of admirals, control hundreds of warships, mecha and monsters, set up various buildings, study technology, and lead fleets to carry out grand strategic actions on the map of the galaxy.",Very Positive,86,159,14.99,"['Turn-Based Tactics', 'Grand Strategy', 'Mechs', 'Turn-Based Strategy', 'Strategy RPG', '4X', 'Strategy', 'RPG', 'Pixel Graphics', 'Anime', '2D', 'War', 'Historical', 'Story Rich', 'Multiple Endings', 'Simulation', 'Sci-fi', 'Singleplayer', 'Indie', 'Turn-Based']",5837,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Wheelie King Online,"Try free mobile version on IOS and Android. https://www.kimblegames.comRealistic Online motorbike wheelie game.Play offline or online.Upgrade and customize motorcycles , scooters and motocross bikes.Paint and decals.Timeattack and getaway cop modes",Very Positive,86,111,0,"['Simulation', 'Arcade', '3D', 'First-Person', 'Racing', 'Realistic', 'Third Person', 'Driving', 'Motocross', 'Motorbike', 'Open World', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Bikes', 'Indie', 'Automobile Sim', 'Immersive Sim', 'Cycling']",37337,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Golf Club Wasteland,"Human life is wiped out. Earth is now a golf course for the ultra-rich. In this dystopian sports puzzler, play through destroyed brutalist monuments, crumbling shopping malls, and abandoned museums as you piece together the full story of how humanity fell.",Very Positive,84,559,9.99,"['Puzzle Platformer', '2D Platformer', 'Atmospheric', 'Dystopian', 'Casual', 'Story Rich', 'Soundtrack', 'Post-apocalyptic', 'Dark Comedy', 'Platformer', 'Narration', 'Adventure', 'Physics', 'Puzzle', '2D', 'Colorful', 'Stylized', 'Sci-fi', 'Singleplayer', 'Golf']",13786,0,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
qop,qop is a minimalistic puzzle which goal is to get the cube to finish using 4 directions in space.,Very Positive,91,854,1.99,"['Puzzle', 'Casual', 'Indie', '2D', 'Minimalist', 'Relaxing', 'Singleplayer', 'Difficult', 'Short', 'Souls-like', 'Lovecraftian', 'Atmospheric', '3D Platformer', 'Collectathon', 'Trading Card Game', 'Cute', 'Family Friendly', 'Funny', 'Psychological', 'Nudity']",38884,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
CARNAL,"CARNAL is a fast and challenging retro FPS straight from the mid 90's. The Sons of Anak are opening portals to extract Dark Matter from the ""other side"". Combat the possessed soldiers, the manifested demons helping them and any inanimate objects standing in your way!",Very Positive,92,161,0.99,"['Action', 'FPS', 'Retro', 'Horror', ""1990's"", 'Old School', 'Singleplayer', '3D', 'Pixel Graphics', 'Dark Comedy', 'Adventure', 'Sci-fi', 'First-Person', 'Shooter', 'America', 'Combat', 'Nonlinear', 'PvE', 'Violent', 'Gore']",5075,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
